transaction_id,customer_id,flight_destination,flight_date,n_guests,booking_date,total_spend,flight_type
8905,4483,Short Haul,2022-11-10,2,2022-09-24,16665.70056,Open Jaw
8906,4484,Domestic,2022-01-02,1,2021-12-14,1793.937836,One-way
8907,4484,Short Haul,2022-05-10,1,2022-03-11,7242.001581,One-way
8908,4485,Short Haul,2022-04-20,1,2022-02-20,16131.46884,Round-Trip
8909,4486,Short Haul,2022-05-15,2,2022-03-11,31553.38738,Round-Trip
8910,4487,Domestic,2022-05-06,1,2022-04-25,1072.725138,One-way
8911,4487,Domestic,2022-05-11,1,2022-04-22,2711.842196,Open Jaw
8912,4488,Short Haul,2022-09-18,3,2022-07-14,12768.36061,One-way
8913,4489,Domestic,2022-10-31,1,2022-10-20,2666.754913,One-way
8914,4489,Long Haul,2022-05-15,1,2022-02-21,15304.68206,One-way
8915,4490,Domestic,2022-06-08,3,2022-05-28,7573.079422,Round-Trip
8916,4490,Short Haul,2022-05-17,1,2022-03-16,2269.950869,One-way
8917,4490,Long Haul,2022-05-02,5,2022-03-07,39299.08669,One-way
8918,4491,Domestic,2022-12-21,1,2022-12-10,2398.545854,One-way
8919,4492,Short Haul,2022-11-23,3,2022-09-26,13405.67232,One-way
8920,4492,Domestic,2022-05-21,1,2022-04-29,2302.146189,One-way
8921,4492,Short Haul,2022-06-07,1,2022-03-27,6349.029426,One-way
8922,4492,Domestic,2022-05-15,3,2022-04-29,10447.21502,Round-Trip
8923,4493,Domestic,2022-05-13,1,2022-04-29,4126.645497,Round-Trip
8924,4493,Short Haul,2022-04-17,1,2022-03-09,11749.08771,One-way
8925,4494,Short Haul,2022-05-23,5,2022-03-18,23594.86663,One-way
8926,4494,Domestic,2022-11-17,3,2022-11-02,3336.757718,One-way
8927,4495,Long Haul,2022-05-21,2,2022-03-24,24253.84467,Round-Trip
8928,4496,Domestic,2022-05-29,1,2022-05-15,9223.87027,Round-Trip
8929,4496,Domestic,2022-10-26,1,2022-10-15,2795.088999,One-way
8930,4497,Domestic,2022-06-02,1,2022-05-15,1991.812183,One-way
8931,4497,Domestic,2022-12-09,1,2022-11-18,2552.706093,One-way
8932,4497,Domestic,2022-12-14,1,2022-11-30,1363.781816,One-way
8933,4498,Long Haul,2022-11-26,5,2022-09-29,41626.91039,One-way
8934,4498,Domestic,2022-11-26,4,2022-11-17,1480.025985,One-way
8935,4498,Domestic,2022-04-27,2,2022-04-13,1728.54908,One-way
8936,4498,Short Haul,2022-04-16,3,2022-02-20,40297.85397,Round-Trip
8937,4499,Domestic,2022-05-08,1,2022-04-27,1169.354133,One-way
8938,4499,Domestic,2022-12-10,1,2022-11-26,6084.436906,Round-Trip
8939,4499,Domestic,2022-12-01,1,2022-11-22,2564.788937,One-way
8940,4500,Domestic,2022-12-06,5,2022-11-20,18539.58885,Round-Trip
8941,4500,Domestic,2022-05-20,1,2022-05-05,1000,Round-Trip
8942,4500,Long Haul,2022-05-29,1,2022-04-04,5024.366019,One-way
8943,4501,Short Haul,2022-12-10,1,2022-10-13,12217.37853,Round-Trip
8944,4501,Short Haul,2022-11-29,1,2022-10-08,10207.65278,One-way
8945,4502,Domestic,2022-04-13,1,2022-03-20,7831.628279,Open Jaw
8946,4502,Long Haul,2022-11-26,1,2022-10-14,23270.67546,Round-Trip
8947,4502,Domestic,2022-01-06,1,2021-12-24,3395.187852,One-way
8948,4503,Domestic,2022-05-19,4,2022-05-14,3148.06196,Round-Trip
8949,4503,Long Haul,2022-12-20,1,2022-11-08,14636.75903,One-way
8950,4503,Domestic,2022-05-28,3,2022-05-10,6523.151394,One-way
8951,4504,Short Haul,2022-11-09,1,2022-09-13,4514.482618,One-way
8952,4505,Domestic,2022-11-23,3,2022-11-09,1273.098639,One-way
8953,4505,Domestic,2022-11-16,1,2022-11-05,1617.713072,One-way
8954,4506,Domestic,2022-11-11,1,2022-11-01,3594.595803,Open Jaw
8955,4506,Long Haul,2022-12-17,3,2022-10-19,28765.48376,One-way
8956,4506,Short Haul,2022-11-30,3,2022-10-05,30174.09748,Round-Trip
8957,4507,Domestic,2022-11-23,3,2022-11-08,1078.388672,One-way
8958,4508,Domestic,2022-11-05,4,2022-10-24,15549.76698,One-way
8959,4509,Domestic,2022-11-01,2,2022-10-22,3250.471216,Open Jaw
8960,4510,Long Haul,2022-11-07,1,2022-09-11,14516.23389,Round-Trip
8961,4510,Domestic,2022-04-28,3,2022-04-16,3658.552264,Round-Trip
8962,4510,Domestic,2022-12-25,6,2022-12-12,16904.68159,Round-Trip
8963,4511,Domestic,2022-06-05,1,2022-05-14,1727.253878,Round-Trip
8964,4511,Domestic,2022-06-03,1,2022-05-20,5619.577745,Round-Trip
8965,4512,Short Haul,2022-11-25,3,2022-09-26,52182.16724,Open Jaw
8966,4513,Domestic,2022-05-08,3,2022-04-25,1000,One-way
8967,4513,Long Haul,2022-06-22,2,2022-04-09,42003.7528,Round-Trip
8968,4513,Domestic,2022-11-02,2,2022-10-22,1984.8333,Open Jaw
8969,4514,Long Haul,2022-05-29,1,2022-03-27,9781.745216,One-way
8970,4514,Long Haul,2022-11-01,1,2022-09-11,18787.04011,Round-Trip
8971,4515,Long Haul,2022-06-02,3,2022-04-01,22684.45898,One-way
8972,4515,Short Haul,2022-11-19,1,2022-09-27,7159.279892,One-way
8973,4516,Long Haul,2022-05-18,1,2022-03-20,10350.71423,One-way
8974,4517,Long Haul,2022-05-26,1,2022-03-30,18921.64813,One-way
8975,4517,Domestic,2022-10-25,1,2022-10-15,4256.117901,One-way
8976,4517,Domestic,2022-10-24,1,2022-10-14,1083.427651,One-way
8977,4517,Long Haul,2022-05-16,1,2022-03-29,8075.999728,One-way
8978,4518,Domestic,2022-11-03,7,2022-10-23,6166.197423,One-way
8979,4519,Domestic,2022-05-14,1,2022-04-26,4479.529773,Round-Trip
8980,4519,Long Haul,2022-11-08,1,2022-08-31,23307.74909,Round-Trip
8981,4520,Long Haul,2022-12-01,1,2022-10-06,15944.07627,Open Jaw
8982,4520,Domestic,2022-10-19,1,2022-10-05,1977.81737,Round-Trip
8983,4520,Domestic,2022-10-18,3,2022-09-30,3651.616135,One-way
8984,4521,Long Haul,2022-06-04,1,2022-04-06,11726.53018,Round-Trip
8985,4522,Long Haul,2022-11-11,2,2022-09-12,15046.27134,One-way
8986,4523,Long Haul,2022-05-30,4,2022-03-23,94636.80567,Round-Trip
8987,4523,Domestic,2022-11-26,1,2022-11-13,3296.343716,Round-Trip
8988,4523,Domestic,2022-12-15,2,2022-12-06,1000,One-way
8989,4524,Short Haul,2022-05-27,5,2022-03-31,29189.97025,One-way
8990,4524,Domestic,2022-04-28,1,2022-04-18,4178.285181,Open Jaw
8991,4524,Long Haul,2022-10-16,2,2022-08-29,17195.43893,One-way
8992,4524,Short Haul,2022-11-14,1,2022-09-22,11581.40348,Open Jaw
8993,4525,Long Haul,2022-04-28,2,2022-02-28,19802.84484,One-way
8994,4525,Domestic,2022-05-09,5,2022-04-18,15330.64381,One-way
8995,4525,Domestic,2022-06-05,1,2022-05-14,1919.357695,One-way
8996,4526,Short Haul,2022-05-14,3,2022-03-13,11586.87636,One-way
8997,4527,Short Haul,2022-12-05,1,2022-10-16,5018.122804,One-way
8998,4527,Domestic,2022-11-15,1,2022-10-30,3487.365117,One-way
8999,4528,Long Haul,2022-12-15,4,2022-10-22,70878.33041,Round-Trip
9000,4528,Long Haul,2022-11-12,3,2022-09-14,24020.94393,One-way
9001,4529,Domestic,2022-10-24,1,2022-10-09,1686.735159,Round-Trip
9002,4529,Domestic,2022-04-17,1,2022-04-04,5758.192997,Round-Trip
9003,4529,Domestic,2022-05-08,1,2022-04-21,4956.314788,Round-Trip
9004,4530,Domestic,2022-05-01,1,2022-04-21,3832.737922,Round-Trip
9005,4530,Short Haul,2022-11-21,3,2022-09-21,12695.53639,One-way
9006,4531,Domestic,2022-11-18,1,2022-11-01,1000,Round-Trip
9007,4532,Domestic,2022-11-02,3,2022-10-18,7916.426381,Round-Trip
9008,4532,Long Haul,2022-11-04,1,2022-09-09,25998.09383,Round-Trip
9009,4533,Long Haul,2022-06-05,7,2022-04-11,145203.7827,Round-Trip
9010,4534,Short Haul,2022-05-06,4,2022-03-04,26913.69686,Round-Trip
9011,4534,Short Haul,2022-11-20,3,2022-09-17,25073.02997,One-way
9012,4535,Long Haul,2022-11-27,1,2022-10-02,15820.54192,Round-Trip
9013,4536,Domestic,2022-12-14,3,2022-11-28,10961.82442,Round-Trip
9014,4536,Domestic,2022-11-11,3,2022-10-27,8804.688454,One-way
9015,4536,Long Haul,2022-11-02,1,2022-08-29,15210.20812,One-way
9016,4536,Long Haul,2022-05-21,4,2022-03-19,62309.35773,One-way
9017,4537,Long Haul,2022-10-27,5,2022-08-23,46223.17769,One-way
9018,4537,Domestic,2022-11-26,4,2022-11-15,15912.88999,Round-Trip
9019,4537,Domestic,2022-11-08,1,2022-10-23,1154.197439,One-way
9020,4538,Short Haul,2022-11-16,3,2022-09-08,15734.37626,One-way
9021,4538,Long Haul,2022-05-05,1,2022-03-07,11254.37045,One-way
9022,4539,Domestic,2022-06-05,3,2022-05-21,3754.137745,Round-Trip
9023,4540,Domestic,2022-04-25,3,2022-04-07,4667.058161,Round-Trip
9024,4540,Domestic,2022-11-18,1,2022-11-02,4421.245337,One-way
9025,4541,Domestic,2022-11-04,3,2022-10-17,4893.399227,One-way
9026,4541,Long Haul,2022-11-16,4,2022-09-21,37169.18729,One-way
9027,4541,Long Haul,2022-11-21,1,2022-09-11,22229.21127,Round-Trip
9028,4542,Short Haul,2022-04-05,3,2022-02-09,12873.26623,One-way
9029,4542,Domestic,2022-04-25,1,2022-04-13,1000,One-way
9030,4542,Short Haul,2022-11-14,1,2022-09-09,11915.2081,Round-Trip
9031,4543,Short Haul,2022-11-22,1,2022-09-27,4636.59036,One-way
9032,4543,Domestic,2022-12-02,1,2022-11-14,4665.726247,One-way
9033,4544,Domestic,2022-01-02,1,2021-12-08,1817.397725,One-way
9034,4544,Domestic,2022-11-14,4,2022-10-24,4159.049837,Round-Trip
9035,4545,Short Haul,2022-05-08,1,2022-03-10,4314.020633,One-way
9036,4545,Long Haul,2022-05-17,1,2022-04-01,20893.45262,Open Jaw
9037,4545,Domestic,2022-12-13,4,2022-11-23,9981.198323,Open Jaw
9038,4545,Short Haul,2022-10-15,1,2022-08-15,11207.44199,One-way
9039,4546,Domestic,2022-10-29,1,2022-10-11,1865.678724,One-way
9040,4547,Short Haul,2022-05-29,4,2022-04-08,46618.58332,Round-Trip
9041,4547,Domestic,2022-12-02,3,2022-11-17,5342.110194,One-way
9042,4547,Domestic,2022-06-08,1,2022-05-29,1000,One-way
9043,4547,Domestic,2022-05-16,1,2022-05-02,4458.196601,Round-Trip
9044,4547,Short Haul,2022-05-18,1,2022-04-05,9803.836401,Round-Trip
9045,4547,Domestic,2022-05-09,1,2022-05-02,2178.48173,One-way
9046,4548,Short Haul,2022-04-30,1,2022-03-12,5454.006918,One-way
9047,4548,Domestic,2022-11-13,2,2022-10-26,3002.932979,One-way
9048,4548,Domestic,2022-11-19,3,2022-11-06,10477.78489,One-way
9049,4549,Domestic,2022-11-03,5,2022-10-19,2118.429731,One-way
9050,4549,Domestic,2022-06-14,1,2022-05-27,2091.76725,One-way
9051,4549,Long Haul,2022-06-24,1,2022-04-14,10543.14564,One-way
9052,4549,Domestic,2022-11-03,1,2022-10-17,1000,One-way
9053,4550,Short Haul,2022-12-29,4,2022-10-31,17655.92731,One-way
9054,4550,Domestic,2022-04-25,4,2022-04-10,8932.724246,Round-Trip
9055,4550,Long Haul,2022-10-12,3,2022-08-15,55300.55035,One-way
9056,4551,Long Haul,2022-04-19,1,2022-02-25,8478.407835,One-way
9057,4551,Short Haul,2022-10-12,1,2022-08-24,1818.171622,One-way
9058,4551,Domestic,2022-06-02,1,2022-05-23,3061.67353,Round-Trip
9059,4551,Short Haul,2022-05-09,1,2022-03-10,11640.10999,Round-Trip
9060,4552,Domestic,2022-12-19,1,2022-12-06,1000,One-way
9061,4552,Domestic,2022-11-11,4,2022-10-31,9282.562142,One-way
9062,4552,Domestic,2022-04-26,4,2022-04-16,6387.826499,One-way
9063,4553,Domestic,2022-11-19,1,2022-11-07,1034.445117,Round-Trip
9064,4553,Short Haul,2022-05-25,1,2022-03-30,13325.55603,Round-Trip
9065,4554,Short Haul,2022-05-05,6,2022-03-11,29466.50419,One-way
9066,4554,Domestic,2022-11-07,5,2022-10-14,6161.298425,One-way
9067,4555,Domestic,2022-05-16,6,2022-04-30,6608.570131,One-way
9068,4556,Domestic,2022-10-22,1,2022-10-05,3388.534093,One-way
9069,4556,Short Haul,2022-11-23,3,2022-10-02,23958.30219,One-way
9070,4556,Short Haul,2022-11-11,1,2022-09-07,4039.945785,One-way
9071,4557,Domestic,2022-11-10,3,2022-11-03,7067.192856,One-way
9072,4558,Domestic,2022-12-08,6,2022-11-25,9005.175901,One-way
9073,4558,Short Haul,2022-10-20,2,2022-08-26,23104.26099,Round-Trip
9074,4559,Short Haul,2022-12-11,1,2022-10-15,8153.346012,One-way
9075,4559,Domestic,2022-11-09,1,2022-10-21,1821.957951,One-way
9076,4559,Domestic,2022-06-11,3,2022-05-23,13310.94984,One-way
9077,4559,Long Haul,2022-11-29,3,2022-10-14,17666.87493,One-way
9078,4560,Long Haul,2022-11-30,3,2022-10-02,52328.50874,One-way
9079,4560,Short Haul,2022-11-11,3,2022-09-04,11102.72112,One-way
9080,4560,Short Haul,2022-05-30,1,2022-04-10,5024.532589,One-way
9081,4561,Domestic,2022-05-07,5,2022-04-23,6755.191168,One-way
9082,4562,Domestic,2022-11-27,1,2022-11-09,2799.177522,One-way
9083,4562,Domestic,2022-05-06,1,2022-04-23,2085.752686,Round-Trip
9084,4563,Domestic,2022-11-17,1,2022-11-04,2686.787478,One-way
9085,4564,Domestic,2022-11-16,3,2022-11-07,5104.450115,One-way
9086,4564,Short Haul,2022-05-15,3,2022-03-15,21224.23836,One-way
9087,4564,Short Haul,2022-05-01,1,2022-03-01,15743.02043,Round-Trip
9088,4565,Domestic,2022-11-23,1,2022-11-10,3766.659543,Round-Trip
9089,4566,Domestic,2022-11-18,3,2022-11-08,11055.8322,Round-Trip
9090,4566,Domestic,2022-11-15,3,2022-11-04,12274.3828,One-way
9091,4567,Short Haul,2022-11-08,3,2022-09-05,20644.89183,One-way
9092,4568,Long Haul,2022-10-13,3,2022-08-18,60615.42545,Open Jaw
9093,4568,Short Haul,2022-11-27,2,2022-10-07,12823.84352,One-way
9094,4568,Short Haul,2022-11-23,2,2022-09-28,8856.121632,One-way
9095,4569,Long Haul,2022-11-11,4,2022-09-12,24297.73962,One-way
9096,4570,Long Haul,2022-11-02,1,2022-08-28,27633.99504,Round-Trip
9097,4570,Short Haul,2022-11-24,1,2022-09-29,4524.419415,One-way
9098,4571,Long Haul,2022-06-02,1,2022-03-27,17211.52881,Round-Trip
9099,4572,Long Haul,2022-11-27,3,2022-10-02,36000.14358,One-way
9100,4572,Domestic,2022-12-05,8,2022-11-23,32816.75926,Open Jaw
9101,4572,Domestic,2022-06-06,4,2022-05-25,3399.968214,One-way
9102,4573,Short Haul,2022-12-04,1,2022-10-14,3761.789599,One-way
9103,4574,Domestic,2022-05-14,1,2022-04-30,4691.003142,Open Jaw
9104,4574,Domestic,2022-10-23,3,2022-10-09,2268.830907,One-way
9105,4575,Long Haul,2022-09-07,4,2022-07-12,21804.46357,One-way
9106,4575,Long Haul,2022-10-19,7,2022-08-08,51483.76703,One-way
9107,4576,Domestic,2022-11-24,1,2022-11-04,4859.264067,One-way
9108,4577,Domestic,2022-11-08,1,2022-10-20,4591.830055,Round-Trip
9109,4577,Domestic,2022-10-23,1,2022-10-03,1140.10799,One-way
9110,4578,Domestic,2022-11-18,2,2022-10-29,1931.485203,One-way
9111,4578,Domestic,2022-06-04,2,2022-05-23,3300.166112,One-way
9112,4578,Long Haul,2022-11-12,1,2022-09-14,7263.541253,One-way
9113,4579,Domestic,2022-10-12,1,2022-09-29,5678.457359,Round-Trip
9114,4579,Long Haul,2022-09-30,1,2022-08-01,13914.37217,One-way
9115,4580,Long Haul,2022-04-24,3,2022-02-01,18412.50693,One-way
9116,4580,Domestic,2022-06-02,2,2022-05-17,2706.252155,Open Jaw
9117,4581,Long Haul,2022-06-20,4,2022-04-20,33348.58803,One-way
9118,4581,Domestic,2022-05-16,2,2022-05-03,1738.40951,One-way
9119,4581,Domestic,2022-11-19,1,2022-11-03,2061.88863,One-way
9120,4582,Domestic,2022-12-07,4,2022-11-21,12436.96562,One-way
9121,4582,Domestic,2022-11-20,1,2022-11-10,3831.29851,One-way
9122,4582,Domestic,2022-11-25,1,2022-11-03,1000,Round-Trip
9123,4583,Short Haul,2022-11-12,1,2022-09-11,7988.096938,One-way
9124,4583,Long Haul,2022-05-12,1,2022-03-09,16484.88155,One-way
9125,4584,Domestic,2022-10-22,1,2022-10-09,1000,One-way
9126,4585,Domestic,2022-04-14,1,2022-03-29,4036.148322,One-way
9127,4585,Domestic,2022-05-06,1,2022-04-20,1000,One-way
9128,4586,Domestic,2022-11-16,2,2022-11-02,2610.1777,Round-Trip
9129,4586,Short Haul,2022-11-11,3,2022-09-05,30167.65367,One-way
9130,4586,Domestic,2022-12-28,2,2022-12-16,8311.816174,Round-Trip
9131,4587,Domestic,2022-04-29,1,2022-04-10,8702.160225,Round-Trip
9132,4587,Short Haul,2022-04-23,1,2022-02-16,5688.245426,One-way
9133,4588,Domestic,2022-05-16,4,2022-05-02,1261.211985,One-way
9134,4588,Long Haul,2022-11-06,4,2022-09-02,49399.29517,One-way
9135,4589,Domestic,2022-11-09,1,2022-10-28,1455.040163,One-way
9136,4589,Short Haul,2022-11-27,1,2022-09-28,7948.366674,One-way
9137,4589,Short Haul,2022-10-12,3,2022-08-20,14600.74331,One-way
9138,4590,Short Haul,2022-04-19,2,2022-03-06,10009.36212,One-way
9139,4590,Domestic,2022-05-14,1,2022-05-04,1943.930434,One-way
9140,4591,Long Haul,2022-11-30,2,2022-10-02,46848.36568,Round-Trip
9141,4592,Short Haul,2022-06-04,1,2022-04-09,5527.96405,One-way
9142,4592,Long Haul,2022-12-10,1,2022-10-17,21965.94559,Round-Trip
9143,4592,Domestic,2022-11-11,6,2022-11-02,5973.615386,Open Jaw
9144,4593,Long Haul,2022-12-09,3,2022-10-20,47468.03303,Round-Trip
9145,4594,Short Haul,2022-11-04,1,2022-08-27,4188.21426,One-way
9146,4594,Long Haul,2022-04-03,5,2022-01-26,31006.24016,One-way
9147,4595,Long Haul,2022-10-18,4,2022-08-22,79772.41127,Round-Trip
9148,4595,Domestic,2022-12-08,3,2022-11-15,6150.26288,Round-Trip
9149,4596,Domestic,2022-12-16,4,2022-12-03,18075.15203,Round-Trip
9150,4596,Domestic,2022-10-05,1,2022-09-18,5347.23659,One-way
9151,4596,Short Haul,2022-04-24,3,2022-02-22,21522.99385,One-way
9152,4597,Long Haul,2022-11-04,1,2022-09-09,12878.22552,One-way
9153,4597,Long Haul,2022-01-21,1,2021-11-16,22416.17158,Round-Trip
9154,4597,Domestic,2022-11-04,1,2022-10-18,2430.675844,One-way
9155,4598,Domestic,2022-11-11,1,2022-10-30,2898.91107,One-way
9156,4599,Domestic,2022-10-15,6,2022-10-07,17148.77153,One-way
9157,4599,Short Haul,2022-05-03,1,2022-03-01,4877.755991,One-way
9158,4600,Domestic,2022-05-11,1,2022-05-01,4696.47098,Round-Trip
9159,4600,Long Haul,2022-11-23,3,2022-10-06,23051.71432,One-way
9160,4600,Short Haul,2022-11-19,2,2022-09-18,34265.84041,Round-Trip
9161,4601,Domestic,2022-11-02,1,2022-10-22,1000,One-way
9162,4601,Domestic,2022-06-23,1,2022-06-12,1748.156644,One-way
9163,4602,Short Haul,2022-11-17,1,2022-09-11,2758.320264,One-way
9164,4602,Short Haul,2022-11-19,2,2022-09-29,13826.78299,One-way
9165,4603,Short Haul,2022-11-22,1,2022-09-30,4322.432376,One-way
9166,4603,Domestic,2022-11-16,4,2022-11-02,5670.075292,Round-Trip
9167,4603,Short Haul,2022-11-08,2,2022-09-01,20145.50013,One-way
9168,4604,Domestic,2022-06-06,1,2022-05-31,6927.585342,Open Jaw
9169,4605,Short Haul,2022-11-08,1,2022-08-28,9742.260925,One-way
9170,4605,Long Haul,2022-12-22,3,2022-10-15,60392.50515,Round-Trip
9171,4606,Short Haul,2022-11-04,3,2022-08-23,11481.58645,One-way
9172,4606,Long Haul,2022-04-09,3,2022-02-11,54973.09674,Round-Trip
9173,4607,Long Haul,2022-06-13,2,2022-04-15,16877.69846,One-way
9174,4607,Domestic,2022-11-07,2,2022-10-16,4274.027831,Round-Trip
9175,4608,Domestic,2022-10-20,3,2022-10-07,5683.234156,One-way
9176,4608,Domestic,2022-06-06,3,2022-05-26,3169.556089,Round-Trip
9177,4609,Short Haul,2022-10-20,1,2022-08-12,1000,One-way
9178,4609,Domestic,2022-10-16,1,2022-10-03,2466.238465,One-way
9179,4610,Domestic,2022-12-07,1,2022-11-20,1816.888886,One-way
9180,4611,Domestic,2022-12-01,1,2022-11-14,4488.527829,One-way
9181,4611,Domestic,2022-05-12,1,2022-04-24,1000,One-way
9182,4612,Domestic,2022-11-16,1,2022-10-30,4326.672214,One-way
9183,4612,Domestic,2022-12-09,1,2022-11-25,1000,One-way
9184,4613,Domestic,2022-05-02,1,2022-04-13,2199.641251,Open Jaw
9185,4614,Domestic,2022-11-30,2,2022-11-13,4349.985185,Round-Trip
9186,4615,Long Haul,2022-06-08,6,2022-04-06,99007.16301,One-way
9187,4615,Domestic,2022-05-07,1,2022-04-18,2057.945703,Round-Trip
9188,4615,Domestic,2022-05-09,5,2022-04-25,16797.65624,Round-Trip
9189,4615,Domestic,2022-05-24,1,2022-05-09,2101.343647,One-way
9190,4615,Long Haul,2022-12-14,1,2022-10-02,10685.49935,One-way
9191,4615,Domestic,2022-05-13,1,2022-05-04,3220.695248,One-way
9192,4616,Domestic,2022-09-30,5,2022-09-11,3753.33415,One-way
9193,4616,Domestic,2022-05-25,3,2022-05-10,1162.450237,One-way
9194,4617,Long Haul,2022-12-08,1,2022-10-12,19794.24275,Round-Trip
9195,4617,Domestic,2022-12-01,3,2022-11-15,6560.513134,One-way
9196,4618,Short Haul,2022-05-23,3,2022-03-14,41942.48383,Round-Trip
9197,4618,Short Haul,2022-11-10,1,2022-09-16,13246.3399,Round-Trip
9198,4619,Short Haul,2022-11-11,1,2022-09-10,5539.677008,One-way
9199,4619,Long Haul,2022-05-16,1,2022-03-30,10012.96602,One-way
9200,4619,Long Haul,2022-11-04,1,2022-08-21,22370.23017,Round-Trip
9201,4620,Domestic,2022-11-07,1,2022-10-22,6535.501682,Round-Trip
9202,4621,Domestic,2022-04-26,1,2022-04-06,2469.05645,Round-Trip
9203,4621,Long Haul,2022-11-12,3,2022-09-18,17543.95299,One-way
9204,4622,Short Haul,2022-10-28,3,2022-08-22,18472.80966,One-way
9205,4623,Domestic,2022-06-06,4,2022-05-22,15573.00465,Round-Trip
9206,4623,Short Haul,2022-10-04,4,2022-07-29,28914.48656,Round-Trip
9207,4623,Long Haul,2022-11-20,2,2022-09-24,27931.15663,Round-Trip
9208,4624,Domestic,2022-12-23,5,2022-12-10,7545.256211,Round-Trip
9209,4625,Domestic,2022-10-22,4,2022-10-04,9381.04443,One-way
9210,4625,Domestic,2022-11-10,4,2022-10-27,6594.619764,One-way
9211,4626,Domestic,2022-11-22,3,2022-11-13,4106.32891,One-way
9212,4627,Long Haul,2022-10-16,1,2022-08-16,22439.50375,Round-Trip
9213,4628,Long Haul,2022-05-12,4,2022-03-08,57991.77526,One-way
9214,4628,Domestic,2022-11-09,5,2022-10-19,8944.51309,One-way
9215,4629,Domestic,2022-10-31,3,2022-10-14,4006.513058,Round-Trip
9216,4629,Short Haul,2022-05-27,1,2022-03-20,3866.097955,One-way
9217,4629,Domestic,2022-04-08,1,2022-03-20,1492.441111,One-way
9218,4629,Domestic,2022-05-30,1,2022-05-18,2553.636323,Round-Trip
9219,4629,Short Haul,2022-12-12,1,2022-10-01,3700.398341,One-way
9220,4630,Short Haul,2022-05-13,1,2022-03-10,9175.886205,Round-Trip
9221,4630,Long Haul,2022-05-13,1,2022-03-07,13702.24175,One-way
9222,4630,Domestic,2022-11-13,1,2022-10-27,3796.625785,Round-Trip
9223,4630,Short Haul,2022-05-11,3,2022-03-23,24767.32353,One-way
9224,4631,Domestic,2022-10-28,1,2022-10-12,3865.064142,One-way
9225,4631,Domestic,2022-11-19,1,2022-11-01,6087.63261,Round-Trip
9226,4632,Long Haul,2022-11-03,1,2022-09-08,15935.75742,One-way
9227,4632,Long Haul,2022-10-28,1,2022-09-04,19246.66233,Round-Trip
9228,4633,Domestic,2022-11-19,3,2022-11-06,4327.998004,Round-Trip
9229,4633,Domestic,2022-11-19,3,2022-11-06,2455.073453,One-way
9230,4633,Domestic,2022-05-13,1,2022-04-27,2295.22251,One-way
9231,4634,Domestic,2022-11-06,3,2022-10-24,6727.189591,One-way
9232,4634,Domestic,2022-11-20,1,2022-11-07,3549.122522,One-way
9233,4635,Domestic,2022-05-23,3,2022-05-14,5085.295279,One-way
9234,4635,Short Haul,2022-05-29,4,2022-04-12,33639.57547,One-way
9235,4635,Short Haul,2022-11-30,1,2022-09-30,6350.774607,One-way
9236,4636,Domestic,2022-11-06,3,2022-10-16,6401.183648,Round-Trip
9237,4637,Domestic,2022-05-07,1,2022-04-20,4918.912126,Round-Trip
9238,4637,Domestic,2022-11-16,2,2022-10-31,5612.361769,One-way
9239,4637,Domestic,2022-05-29,1,2022-05-07,1246.895714,One-way
9240,4637,Long Haul,2022-12-17,3,2022-10-20,52314.5638,Round-Trip
9241,4637,Long Haul,2022-05-22,3,2022-03-30,54654.79721,Round-Trip
9242,4638,Long Haul,2022-11-21,3,2022-10-01,16775.11568,One-way
9243,4638,Short Haul,2022-05-04,3,2022-02-27,39029.06236,Round-Trip
9244,4638,Short Haul,2022-06-12,1,2022-04-17,6722.245903,One-way
9245,4639,Short Haul,2022-11-26,3,2022-09-23,21734.01612,One-way
9246,4639,Domestic,2022-06-14,2,2022-06-01,1904.790866,One-way
9247,4639,Domestic,2022-12-04,4,2022-11-22,1582.999422,One-way
9248,4639,Short Haul,2022-12-09,2,2022-10-07,30151.01322,Round-Trip
9249,4640,Domestic,2022-12-18,1,2022-12-01,1000,One-way
9250,4641,Domestic,2022-11-20,1,2022-11-02,4002.16988,Round-Trip
9251,4641,Domestic,2022-05-19,1,2022-04-28,4197.796125,One-way
9252,4641,Domestic,2022-05-08,1,2022-04-22,4250.556488,One-way
9253,4641,Short Haul,2022-06-02,1,2022-03-21,4990.928549,One-way
9254,4642,Short Haul,2022-05-22,2,2022-03-26,18294.12366,Open Jaw
9255,4643,Domestic,2022-05-02,1,2022-04-19,2459.722179,Round-Trip
9256,4643,Domestic,2022-05-19,1,2022-04-30,2452.839179,One-way
9257,4643,Short Haul,2022-12-09,2,2022-10-08,26691.5542,Round-Trip
9258,4643,Domestic,2022-11-28,5,2022-11-10,17783.60356,One-way
9259,4644,Long Haul,2022-12-09,2,2022-10-12,31696.57462,One-way
9260,4644,Short Haul,2022-04-21,1,2022-02-08,4151.165889,One-way
9261,4644,Domestic,2022-05-09,3,2022-04-22,2473.708591,One-way
9262,4645,Domestic,2022-11-16,1,2022-11-03,3025.297627,One-way
9263,4646,Domestic,2022-06-05,4,2022-05-19,17169.39918,Round-Trip
9264,4646,Domestic,2022-05-12,3,2022-04-27,8177.727587,One-way
9265,4646,Domestic,2022-05-02,3,2022-04-15,1591.898996,One-way
9266,4647,Short Haul,2022-11-15,3,2022-09-09,12193.75952,One-way
9267,4647,Short Haul,2022-12-07,1,2022-10-05,18972.58941,Round-Trip
